Author,Comment Posted,Content,Like
Oblivion,1 week ago,Mayweather didn’t fight cotto in is prime pacquiao Marquez  de la Hoya. Mayweather avoided fighters. Waited till he had a better chance. Instead he fights mma fighter kickboxers and Andre berto lame resume.,
John Hu,1 week ago,There won't be another Pacquiao,
Jay Bell,1 week ago,Cringing so hard when I hear casuals talk boxing 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️,1
Anthony Nieves,1 week ago,Mans said Ugas was his easiest fight 😂. Something not clicking in his brain anymore. He had to retire.,1
Bernard Camacho,1 week ago,Noob shannon. Mayweather somehow retire because he's afraid of cotto and make come back when cotto losses to margarito. Not a true fighter,
John Bach,1 week ago,Sometiiimes when we tooooouch... the honesty is too muuuch.,2
Domnigo Remoreras,1 week ago,"Manny Pacquio is top one in boxing 🥊 period, the sad thing is, he’s not American, that’s why he’s just until there top 3.",
emancipy,1 week ago,"It's not how many times you lose, it's how many times you bounce back. Marquez took his KO win and ran. Wouldn't give Manny a chance to return the favor, while Manny gave him 3 chances. Manny said forget about it and won more titles. That's why Manny will always be rated above Marquez.",
Ant Sal,1 week ago,if maidana was close i say paquio beats floyd 5 years early,
Taamaho,1 week ago,Boxing gonna miss you manny,
Arjay Job,1 week ago,Now pac retired Its time to quit watching boxing too. Full of robbery and coward boxers nowadays Lmaoo.,
Daniel Mendiola,1 week ago (edited),"THATS WHAY I LIKE DAZN! THIS DUD ARE SO BIAS. MANNY DESERVE CREDIT, HE DID A LOT THAN FLOYD SO STOP MENTIONING FLOYD, HE'S NOT EVEN CLOSE TO WHAT MANNY DID IN THIS SPORT. WHAT HE DID HUH? MAKE THIS GENERATION AVOIDING EACH OTHER! PROTECT THEIR O? SO THATS U CALLED BETTER? OKAY! IM OUT OF HERE",
Marco Pates,1 week ago,Just compare Ali's resume to Pacquaio's and go figure whose the goat.,1
Mark Alvin De Guzman,1 week ago,Shanon/skip  no#1 😊,2
Bino Lennon,1 week ago,PACMAN is the Greatest Fighter ever from 106 pounds to 154 pounds..8th division champion.nobody will ever match that..,
Jenevy Duenas,1 week ago,GOAT.,
MOSBAK,1 week ago,🇨🇿🇨🇿🇨🇿❤️🥊🥊🥊,
Emerson Naoe,1 week ago,8 loses and 8 division is good enough.,
DRUteronomio,1 week ago,pacman return to boxing after lose for candidacy.,
asiong salonga,1 week ago,If Manny Pacquiao had been an American he would have been known as a boxing goat but Pacquiao wouldn't have been the Goat of the Year because they wanted America to be known as the goat of boxing,
gcge evalle,1 week ago,"Shame on this commentary, I would have thought this was all about Manny Pacquiao... But at the end of the discussion, it was all blabbering about Mayweather's greatness?

Just a shame... Shame on this black guy over there.",
Random Music,1 week ago,The black guy talking nonsense pacquaio would k.o floy the illegal iv user in round 2 like hatton in their lrime 😂 thats y gayweather duck him,
Dorian valek,1 week ago,Why is this turning into mayweather vs Pacquiao??!,
Fred Woodthorpe,1 week ago (edited),Headline is Pacman retires and all they do is talk about Mayweather and not Pacman legacy - No wonder I hate watching these two 🙄🤷‍♂️🤦‍♂️,2
John Red,1 week ago,"Don't worry, he will make a comeback next year a few months after the Philippine election!He will fight until 49!",
LeBron James,1 week ago,Im still the GOAT,
باكيو تانجينا,1 week ago,G.O.A.T Manny from Philippines stop asian hate!,
Seńor Anya Metten,1 week ago,Having fast hands doesn't mean you have quick enough brain power to be a president.  MP may have all the heart but it takes more than a heart to run a country. He should just stay in his lane and drive to retirement and enjoy! ,
YOURSHOW,1 week ago,Seriously??? Why can't they forget Floyd for a second? You must change this title to Floyd vs Manny.... 👎👎👎,
Jhonver Maygay,1 week ago,The man of true heart warrior when we call him No fear the most entertainment boxer in his era the man did not duck... Manny pacman pacquiao the only 8 division world champion good bye manny..,2
Coco Martin,1 week ago,Floyd is not a boxer,
Tough Tofu.,1 week ago,My guy is Unboxing,
Pedro Penduko,1 week ago,Stop asian hate,1
Kweisi B,1 week ago,Thank God got tired of this guy he's was a  good fighter and hall of famer and an all time Great,2
Raymond mater,4 days ago,boxing is so boring now,
Jefferson cruz,2 days ago,Ritired mo muka mo bwagahahaha.  Sa Dami Ng pera dina alam Kung pano ubusin..,
D-LO 305,2 days ago,I hate these two,
jimily abarro,1 week ago,Pacquiao leaves boxing is dead,
Regie Monroy,6 days ago,manny retire because he run for president not for ugas easy opponent,
Kagura User,4 days ago,"Is better if he going study more about politics,many people thinks that,he has to many hole for politics and he need to proof to us that he is worth it to be president,,the country need to improve especially for miniwage of salary and the market prices is hurting may wallet because is too pricey",
drekson23,2 days ago,"no, dont. Pacquiao as President is a disaster.",
Unreal army,1 week ago,Nooooooooooooooo,1
Aldwin Dela Cruz,3 days ago,Boxing is dead,
Paul Ross,1 week ago,Daddy Paul loves him.,
Luis Herrera,2 days ago,Castillo...,
Raul Rangel,5 days ago,Wala kami. Pakialam. Kung magretire  KA sa boxing....  ok. Lang. Sa. Aming. Kung gusto. Mo pa. Magpa.   Bogbog ....,
Nuwbi Harar,6 days ago,Skip you attempt to diminish Floyd Mayweather. Floyd is better than pacquiao on his worst day. Which is why pac man didn’t sign the contract in 2009! Facts. His trainer Freddie roach admitted they declined,
Michael Maagad,3 days ago,What did you say bebe gurl? Native Filipino??? Damn s***..,
GameOn,5 days ago,"Of course he's black, why would expect to downgrade his  hiretage? Don't talk about 5 years later coz it's in the past. you can't win an argument witht that",
Derrick Gervin,1 week ago,"Thank you Shannon for being honest about a young Floyd before he hurt his hands, he would've Dog walked Manny",
En Rigor,3 days ago,What Pacquiao????,
YANEX TV,4 days ago,he cant win in philippines..being president is not a jowk,
Helo Buddy,3 days ago,Paquiao is my idol in boxing but in president is not a good for her,1
Food Rev PH,5 days ago,"Difference between Pacman and Floyd retirement?

Pacman-everyone feel sad and praise his contribution in Boxing.",
David L,2 days ago,This is not news .ESPN always sucks .Manny Pacquiao retired over 6000 years ago .he just been fighting for a check .rip Manny . hall of Fame guy.,
Alberto San juan,1 day ago,I don't care many,
East King,4 days ago,President of Boxing Association,
Mark Bitos,4 days ago,Boxing is boring now because manny pacquiao is gone,
Fire Fighter FRCG,21 hours ago,Fo Sure if Pac's don't win as a Pres. in the Philippines which he won't against the Marcos & Duterte he'll comeback on the Boxing World 100% Mark my Words!!!,1
Williewill 1,15 hours ago,Poorest American is rich compared to the rest of the world. Stop complaining,
sydwyn zRz,5 days ago,my idol in boxing but not as a president. top absentee in congress and top absentee in senate.,
Timothy Quiros,4 days ago,"As a Filipino I hope Pacquiao doesn’t win president. No wonder why our country is so pathetic. Action stars, comedians, entertainers and now boxers are running for the higher positions in our government. Truly embarrassing.",
Deep Byte,11 hours ago (edited),I like Manny as boxer but running as president nuh... sorry manny you better retire for good and enjoy time with family and secure kids future you already bring pride and honor in our country and that's enough.,
Joevel Barida,4 days ago,manny beat floyd period,
Joevel Barida,4 days ago,manny beat floyd,
KingNumair,6 days ago,Skip seems to forget that manny didn’t fight Floyd 5 years prior to their actual fight because Manny refused to take VADA testing. Claiming he was scared of needles while having a tattoo on his arm.,
Goddy Maka,1 week ago (edited),Manny Pacquiao is my Goat and no one else can tell me otherwise.  The real warrior.,
Zero-Senpai ゼロ,1 week ago (edited),first! 🥇,1
BlackOwnedDollars,1 week ago,"Pac and Floyd didn't fight earlier because his  handlers knew Floyd was too good for him. For goodness sake, he struggled with an old Erik Morales and Marquez",1
Joshua Diong,4 days ago,Pac is number 1  see all achievements. But he is not american,
dustin nguyen,2 days ago,Who that blonde 👱‍♀️?,
Theurbanfunkmachine,1 day ago,No!,
Meshyy,1 week ago,Pacquiao movieee,
Ore Capuyan,1 week ago,History,
ICHTHUS,6 days ago,Number 1,
Edward Torres,1 week ago,Ty,
jaclyn-joy magalona,4 days ago (edited),"But I believe pacman is not yet done in boxing , if he will get loss in presidential election, believe me he will come back .
Boxing is his passion. Remember ,he said that, he would love to do his last fight in the Philippines. Well that's only my opinion ✌️😁✌️",
Airu Gaming,5 days ago,I respect Mayweather but Pacquiao is the best ever!!!…..not Mayweather…he only retired 50 wins with no loss and even if he claims to be the best…How many boxers had 50 wins with no losses….manyyy boxers …how manyy became an 8 division world champion…NO ONE only MANY PACQUIAO…that’s why Pacquiao is the GOAT…. PERIOD!!!,
will be real,1 week ago,"Floyd is the most overrated boxer in history he lost a couple of fights including the pac man one and Vegas and the crooked sold out judges gives him the win that's why I don't follow boxing anymore, floyd is a ballerina not a fighter",1
Julie Arnold,3 days ago,Pacquiao will not win the presidency so he will go back boxing hehehe!,
sandwichboy35,1 week ago,Mayweather is the Goat,3
John Anthony Tiru,2 days ago,How stupid you talk like that to President Duterte!,
Author,Comment Posted,Content,Like
Gypsy Man,3 days ago,This man has done things no other boxer in history has done. His legacy will be hard to beat of ever. When your a child and you think of a true worrier as you watch movies you realize when your a man that pac is that. A marvelous fighter inside the box and a big hearted gentleman out side the box. Nothing but respect to you Pac-Man. You will be missed but never forgot.,79
Panty Sniffer,3 days ago,"never fight a person that has nothing to lose, this was Manny Pacquiao's mentality when he started boxing as a kid, he had nothing to lose but everything to gain since he's family was poor, fighting to survive. He triumph all his goals and became one of the best that ever laced up, and yet, he is still stayed humble until the very end of his career.",43
Daniel Radivojevic,4 days ago (edited),"Manny is a true warrior and was a pleasure to watch him fight,fighters like him are one in a generation or even a life time.respect",27
xXG3TPWNEDXx,4 days ago (edited),We all love Mannie. He was the boxer that everyone wants to watch and the man everyone hopes to be outside the ring. That's why he is loved.,22
mykha rivz.,2 days ago (edited),"We love you Manny thank you for everything, we will miss you fight,
May Godbless you more and your Family
.🇵🇭🙏🙌🐐",18
Jessalynlopez Lopez,2 days ago,"When I was young, I thought the Legend Manny is a real hero and he is defending Philippines in different country by boxing. So, whenever he knockdowns his opponent it feels like he's the hero in Avenger movies. After 20 years I'm still a fan and now crying because I realize there is no more waiting for his next fight in the ring. Champ thank you for inspiring me since I was 5 years old! You will never be forgot in every boxing history story and surely I will talk about you with my grand children.",25
Mr. goodness,2 days ago,"A kid beating up Men, a Man beating up Legends!!! Truly a Goat!!!",14
Casey Jones,1 day ago,HATERS GONNA HATE BUT WE GOTTA ADMIT THIS MAN PROVED THE IMPOSSIBLE 💜 WITH A HUMBLE HEART,6
Frank Miceli,2 days ago,"Manny is a legend, class act and top 5 greatest of all time.  My favorite fighter all time and inspired millions.",14
Chess Master,1 day ago,In all of his fight I had never bet on him that was how tough all the fighters he fought before.,6
Luvenz Soberano,2 days ago,I just hold my tears to come out .,10
Zeus Azataer,2 days ago,36:31 check Manny's shoulder and yet they're saying that he's making excuses. No matter how many times I watch Manny VS Floyd fight for me it is Manny who's the victor and for all the Floyduck fans who've waited years for Manny to slow down LOL a one hand fighter beat Floyduck's ass. Floyduck won the fight but Manny beat him. You can argue with me but it's a 100% facts.,24
